OrderID,OrderDate,OrderMonth,CustomerID,Country,TotalQuantity,DistinctProducts,LineCount,OrderValueGBP,AvgUnitPriceGBP,MaxUnitPriceGBP
564318,2011-08-24,2011-08,14035,United Kingdom,73,3,3,136.68,1.87,15.0
564319,2011-08-24,2011-08,15059,United Kingdom,44,27,27,103.47,2.35,16.95
564321,2011-08-24,2011-08,15059,United Kingdom,58,15,15,172.2,2.97,8.95
564322,2011-08-24,2011-08,13694,United Kingdom,2335,22,22,2736.99,1.17,6.35
564323,2011-08-24,2011-08,13694,United Kingdom,1300,11,11,2275.0,1.75,1.75
564324,2011-08-24,2011-08,13694,United Kingdom,1460,24,24,1304.44,0.89,10.95
564325,2011-08-24,2011-08,13694,United Kingdom,240,2,2,189.6,0.79,0.79
564326,2011-08-24,2011-08,17256,United Kingdom,73,4,4,112.1,1.54,5.95
564327,2011-08-24,2011-08,16029,United Kingdom,658,8,9,1177.7,1.79,7.65
564328,2011-08-24,2011-08,12662,Germany,176,18,18,347.92,1.98,6.25
564329,2011-08-24,2011-08,12569,Germany,29,3,3,60.75,2.09,10.95
564330,2011-08-24,2011-08,13411,United Kingdom,72,17,18,213.55,2.97,9.95
564332,2011-08-24,2011-08,14407,United Kingdom,122,4,4,354.62,2.91,4.15
564333,2011-08-24,2011-08,13199,United Kingdom,96,4,4,116.16,1.21,1.65
564334,2011-08-24,2011-08,15812,United Kingdom,181,4,4,213.9,1.18,5.95
564335,2011-08-24,2011-08,15800,United Kingdom,227,103,105,454.58,2.0,8.95
564336,2011-08-24,2011-08,12748,United Kingdom,71,25,25,101.66,1.43,5.95
564337,2011-08-24,2011-08,12649,Germany,375,12,12,215.21,0.57,4.95
564338,2011-08-24,2011-08,12649,Germany,6,1,1,15.3,2.55,2.55
564339,2011-08-24,2011-08,15939,United Kingdom,136,3,3,202.0,1.49,1.69
564342,2011-08-24,2011-08,16340,United Kingdom,501,124,153,549.07,1.1,16.95
564346,2011-08-24,2011-08,15727,United Kingdom,838,71,74,887.47,1.06,4.95
564350,2011-08-24,2011-08,14401,United Kingdom,545,16,16,302.5,0.56,12.5
564351,2011-08-24,2011-08,13881,United Kingdom,858,12,12,1187.74,1.38,4.25
564352,2011-08-24,2011-08,14262,United Kingdom,184,20,20,309.5,1.68,8.5
564353,2011-08-24,2011-08,15764,United Kingdom,1165,85,85,1564.7,1.34,8.95
564354,2011-08-24,2011-08,15764,United Kingdom,12,1,1,17.4,1.45,1.45
564355,2011-08-24,2011-08,13507,United Kingdom,289,26,26,394.09,1.36,8.5
564356,2011-08-24,2011-08,13969,United Kingdom,426,86,92,706.22,1.66,14.95
564357,2011-08-24,2011-08,14973,United Kingdom,63,7,7,302.96,4.81,165.0
564358,2011-08-24,2011-08,17869,United Kingdom,16,11,11,94.72,5.92,19.95
564359,2011-08-24,2011-08,14056,United Kingdom,118,45,45,305.63,2.59,8.5
564360,2011-08-24,2011-08,12471,Germany,392,22,22,476.22,1.21,4.95
564361,2011-08-24,2011-08,17869,United Kingdom,6,1,1,22.5,3.75,3.75
564363,2011-08-24,2011-08,15434,United Kingdom,238,18,18,247.5,1.04,5.95
564364,2011-08-24,2011-08,15434,United Kingdom,42,2,2,32.82,0.78,2.95
564366,2011-08-25,2011-08,13236,United Kingdom,168,21,21,439.23,2.61,15.95
564367,2011-08-25,2011-08,12712,Germany,109,9,9,224.15,2.06,5.95
564369,2011-08-25,2011-08,15189,United Kingdom,160,3,3,356.64,2.23,10.95
564370,2011-08-25,2011-08,17134,United Kingdom,22,4,4,94.5,4.3,9.95
564371,2011-08-25,2011-08,17705,United Kingdom,134,18,18,308.2,2.3,9.95
564372,2011-08-25,2011-08,12714,France,784,68,68,1006.52,1.28,7.95
564373,2011-08-25,2011-08,15290,United Kingdom,90,9,9,341.1,3.79,12.75
564374,2011-08-25,2011-08,16589,United Kingdom,44,6,6,97.0,2.2,5.95
564375,2011-08-25,2011-08,13078,United Kingdom,350,21,21,665.9,1.9,6.75
564376,2011-08-25,2011-08,14196,United Kingdom,142,6,6,335.52,2.36,8.5
564377,2011-08-25,2011-08,15263,United Kingdom,89,12,12,156.51,1.76,8.5
564378,2011-08-25,2011-08,12417,Belgium,341,34,34,517.69,1.52,12.75
564379,2011-08-25,2011-08,16779,United Kingdom,340,22,22,678.88,2.0,4.15
564380,2011-08-25,2011-08,14314,United Kingdom,296,8,8,120.0,0.41,1.95
564381,2011-08-25,2011-08,13000,United Kingdom,72,1,1,76.32,1.06,1.06
564382,2011-08-25,2011-08,15129,United Kingdom,72,1,1,306.0,4.25,4.25
564383,2011-08-25,2011-08,15251,United Kingdom,68,3,3,248.6,3.66,14.95
564398,2011-08-25,2011-08,18241,United Kingdom,30,4,4,86.1,2.87,5.95
564419,2011-08-25,2011-08,16093,United Kingdom,20,1,1,17.0,0.85,0.85
564428,2011-08-25,2011-08,17844,Canada,52,5,5,51.56,0.99,1.25
564429,2011-08-25,2011-08,16638,United Kingdom,204,8,8,75.36,0.37,0.85
564430,2011-08-25,2011-08,15955,United Kingdom,242,11,11,466.74,1.93,5.75
564431,2011-08-25,2011-08,15955,United Kingdom,4,1,1,15.8,3.95,3.95
564432,2011-08-25,2011-08,13517,United Kingdom,266,32,32,510.32,1.92,9.95
564433,2011-08-25,2011-08,16503,United Kingdom,124,17,17,338.54,2.73,16.95
564434,2011-08-25,2011-08,14687,United Kingdom,470,15,15,628.38,1.34,4.95
564436,2011-08-25,2011-08,17841,United Kingdom,169,56,57,451.92,2.67,34.95
564437,2011-08-25,2011-08,13320,United Kingdom,361,34,34,472.54,1.31,4.95
564438,2011-08-25,2011-08,16628,United Kingdom,256,23,23,496.3,1.94,4.95
564439,2011-08-25,2011-08,12841,United Kingdom,132,11,11,115.34,0.87,8.5
564440,2011-08-25,2011-08,13928,United Kingdom,67,8,8,121.25,1.81,7.95
564471,2011-08-25,2011-08,12583,France,170,10,10,225.1,1.32,2.95
564473,2011-08-25,2011-08,16722,United Kingdom,195,12,12,295.3,1.51,2.08
564474,2011-08-25,2011-08,14180,United Kingdom,15,5,5,134.75,8.98,12.75
564475,2011-08-25,2011-08,12500,Germany,288,4,4,360.0,1.25,1.25
564476,2011-08-25,2011-08,12610,Italy,167,17,17,269.5,1.61,12.75
564477,2011-08-25,2011-08,13854,United Kingdom,40,4,4,322.32,8.06,12.75
564479,2011-08-25,2011-08,12682,France,204,22,22,434.4,2.13,5.95
564480,2011-08-25,2011-08,17656,United Kingdom,240,16,16,318.92,1.33,7.95
564481,2011-08-25,2011-08,12464,Belgium,11,3,3,145.1,13.19,14.95
564482,2011-08-25,2011-08,13149,United Kingdom,326,16,16,249.72,0.77,1.65
564483,2011-08-25,2011-08,14050,United Kingdom,447,37,37,485.98,1.09,4.95
564484,2011-08-25,2011-08,13634,United Kingdom,98,20,20,158.36,1.62,12.75
564485,2011-08-25,2011-08,16429,United Kingdom,9,2,2,284.55,31.62,34.95
564489,2011-08-25,2011-08,15950,United Kingdom,310,39,39,662.56,2.14,8.5
564495,2011-08-25,2011-08,17719,United Kingdom,92,13,13,303.78,3.3,7.95
564496,2011-08-25,2011-08,13050,United Kingdom,191,20,20,319.06,1.67,12.75
564503,2011-08-25,2011-08,13971,United Kingdom,224,17,17,331.26,1.48,7.95
564507,2011-08-25,2011-08,15513,United Kingdom,240,12,12,222.96,0.93,2.95
564510,2011-08-25,2011-08,14194,United Kingdom,869,42,42,630.68,0.73,9.95
564526,2011-08-25,2011-08,15805,United Kingdom,407,33,34,570.25,1.4,4.95
564529,2011-08-25,2011-08,14111,United Kingdom,36,1,1,153.0,4.25,4.25
564531,2011-08-25,2011-08,12624,France,145,18,18,305.19,2.1,12.75
564532,2011-08-25,2011-08,14055,United Kingdom,216,10,10,725.64,3.36,11.95
564534,2011-08-25,2011-08,12748,United Kingdom,47,20,20,106.03,2.26,12.75
564535,2011-08-25,2011-08,18075,United Kingdom,216,24,24,404.8,1.87,12.75
564536,2011-08-25,2011-08,13159,United Kingdom,251,41,43,394.28,1.57,9.95
564537,2011-08-25,2011-08,15550,United Kingdom,94,20,20,154.24,1.64,12.75
564538,2011-08-25,2011-08,13408,United Kingdom,304,7,7,601.88,1.98,9.95
564539,2011-08-25,2011-08,12715,Sweden,195,19,20,273.86,1.4,2.1
564540,2011-08-25,2011-08,12748,United Kingdom,11,9,9,38.41,3.49,15.95
564541,2011-08-25,2011-08,16309,United Kingdom,163,21,21,372.37,2.28,9.95
564542,2011-08-25,2011-08,16458,United Kingdom,96,10,10,184.0,1.92,2.95
564543,2011-08-25,2011-08,16818,United Kingdom,113,6,6,129.75,1.15,4.95
564544,2011-08-25,2011-08,15663,United Kingdom,106,9,9,138.14,1.3,6.75
564551,2011-08-25,2011-08,17730,United Kingdom,138,8,8,314.7,2.28,3.75
564552,2011-08-25,2011-08,16670,United Kingdom,494,44,44,691.21,1.4,12.75
564553,2011-08-25,2011-08,18200,United Kingdom,111,29,32,163.8,1.48,5.95
564554,2011-08-25,2011-08,17189,United Kingdom,124,23,23,157.18,1.27,7.95
564555,2011-08-25,2011-08,12748,United Kingdom,19,10,10,51.3,2.7,7.95
564556,2011-08-25,2011-08,12748,United Kingdom,18,15,16,66.87,3.72,16.95
564557,2011-08-25,2011-08,17576,United Kingdom,35,9,9,80.18,2.29,4.95
564558,2011-08-26,2011-08,12704,Finland,161,19,19,330.55,2.05,9.95
564559,2011-08-26,2011-08,15811,United Kingdom,292,31,31,478.96,1.64,12.75
564560,2011-08-26,2011-08,16184,United Kingdom,84,3,3,105.0,1.25,1.25
564561,2011-08-26,2011-08,13340,United Kingdom,924,7,7,957.24,1.04,4.15
564562,2011-08-26,2011-08,15203,United Kingdom,240,23,23,333.44,1.39,2.95
564563,2011-08-26,2011-08,13630,United Kingdom,258,4,4,301.92,1.17,2.1
564564,2011-08-26,2011-08,13003,United Kingdom,48,1,1,60.0,1.25,1.25
564565,2011-08-26,2011-08,14911,EIRE,572,41,41,812.02,1.42,12.75
564572,2011-08-26,2011-08,15078,United Kingdom,310,24,24,577.94,1.86,4.15
564573,2011-08-26,2011-08,14606,United Kingdom,49,33,33,110.85,2.26,7.95
564574,2011-08-26,2011-08,15078,United Kingdom,12,1,1,15.0,1.25,1.25
564583,2011-08-26,2011-08,17949,United Kingdom,600,1,1,432.0,0.72,0.72
564614,2011-08-26,2011-08,13994,United Kingdom,37,4,4,130.99,3.54,4.95
564626,2011-08-26,2011-08,18167,United Kingdom,122,13,13,498.48,4.09,10.95
564627,2011-08-26,2011-08,15132,United Kingdom,256,23,23,352.36,1.38,4.95
564629,2011-08-26,2011-08,14866,United Kingdom,384,2,2,940.8,2.45,5.45
564630,2011-08-26,2011-08,13644,United Kingdom,659,48,48,851.09,1.29,16.95
564631,2011-08-26,2011-08,17451,United Kingdom,267,23,23,346.01,1.3,4.95
564632,2011-08-26,2011-08,16556,United Kingdom,199,28,28,472.13,2.37,16.95
564634,2011-08-26,2011-08,14210,United Kingdom,119,16,16,306.19,2.57,12.75
564635,2011-08-26,2011-08,15615,United Kingdom,387,29,29,551.03,1.42,4.95
564636,2011-08-26,2011-08,17146,United Kingdom,4,2,2,185.9,46.48,85.0
564637,2011-08-26,2011-08,16641,United Kingdom,256,12,12,231.1,0.9,8.5
564638,2011-08-26,2011-08,13812,Germany,190,19,19,260.74,1.37,5.95
564639,2011-08-26,2011-08,18036,United Kingdom,71,19,20,143.74,2.02,4.95
564640,2011-08-26,2011-08,14837,United Kingdom,338,25,25,388.12,1.15,2.89
564641,2011-08-26,2011-08,13489,United Kingdom,168,3,3,162.48,0.97,1.95
564642,2011-08-26,2011-08,13527,United Kingdom,808,32,32,336.34,0.42,2.08
564643,2011-08-26,2011-08,15356,United Kingdom,180,43,45,301.92,1.68,4.95
564647,2011-08-26,2011-08,17920,United Kingdom,105,33,34,199.28,1.9,16.95
564648,2011-08-26,2011-08,15641,United Kingdom,466,37,37,581.82,1.25,4.95
564650,2011-08-26,2011-08,14646,Netherlands,4628,41,41,6429.64,1.39,14.95
564652,2011-08-26,2011-08,14646,Netherlands,480,1,1,998.4,2.08,2.08
564653,2011-08-26,2011-08,14776,United Kingdom,234,9,9,191.1,0.82,1.95
564654,2011-08-26,2011-08,14911,EIRE,276,28,28,590.14,2.14,16.95
564656,2011-08-26,2011-08,14141,United Kingdom,140,16,16,285.16,2.04,12.75
564657,2011-08-26,2011-08,14135,United Kingdom,617,17,17,748.86,1.21,4.95
564660,2011-08-26,2011-08,15074,United Kingdom,455,41,42,748.87,1.65,4.95
564661,2011-08-26,2011-08,12948,United Kingdom,411,32,32,537.7,1.31,9.95
564666,2011-08-26,2011-08,12492,Germany,68,8,8,108.39,1.59,4.95
564668,2011-08-26,2011-08,17183,United Kingdom,141,9,9,329.67,2.34,4.95
564669,2011-08-26,2011-08,16872,United Kingdom,72,1,1,76.32,1.06,1.06
564670,2011-08-26,2011-08,12683,France,688,47,47,1022.95,1.49,10.95
564709,2011-08-28,2011-08,15569,United Kingdom,96,1,1,244.8,2.55,2.55
564710,2011-08-28,2011-08,15625,United Kingdom,219,10,10,287.85,1.31,4.95
564712,2011-08-28,2011-08,15611,United Kingdom,151,9,9,385.47,2.55,10.95
564713,2011-08-28,2011-08,16768,United Kingdom,41,19,20,103.24,2.52,12.75
564714,2011-08-28,2011-08,15290,United Kingdom,12,1,1,35.4,2.95,2.95
564715,2011-08-28,2011-08,14472,United Kingdom,97,20,29,142.74,1.47,16.95
564716,2011-08-28,2011-08,14810,United Kingdom,188,37,37,352.23,1.87,4.95
564717,2011-08-28,2011-08,15669,United Kingdom,72,5,5,130.8,1.82,4.15
564718,2011-08-28,2011-08,13301,United Kingdom,75,16,16,137.19,1.83,9.95
564719,2011-08-28,2011-08,15325,United Kingdom,232,47,49,162.29,0.7,5.75
564720,2011-08-28,2011-08,15095,United Kingdom,4,1,1,19.8,4.95,4.95
564721,2011-08-28,2011-08,15095,United Kingdom,158,9,9,312.98,1.98,9.95
564722,2011-08-28,2011-08,16456,United Kingdom,71,14,14,124.16,1.75,8.95
564723,2011-08-28,2011-08,16168,United Kingdom,108,4,4,169.38,1.57,2.95
564724,2011-08-28,2011-08,15555,United Kingdom,260,66,68,264.73,1.02,7.95
564725,2011-08-28,2011-08,18041,United Kingdom,125,71,77,239.11,1.91,12.75
564726,2011-08-28,2011-08,18077,United Kingdom,289,28,29,301.93,1.04,4.25
564727,2011-08-28,2011-08,16686,United Kingdom,489,110,127,835.95,1.71,39.95
564728,2011-08-28,2011-08,13199,United Kingdom,48,1,1,85.92,1.79,1.79
564729,2011-08-28,2011-08,13137,United Kingdom,195,65,74,292.52,1.5,5.95
564731,2011-08-28,2011-08,16186,United Kingdom,258,19,19,365.78,1.42,4.15
564732,2011-08-28,2011-08,16466,United Kingdom,129,17,21,233.67,1.81,3.75
564733,2011-08-28,2011-08,17841,United Kingdom,434,88,94,526.26,1.21,12.75
564734,2011-08-28,2011-08,12484,Spain,800,117,122,1246.49,1.56,12.75
564735,2011-08-28,2011-08,15856,United Kingdom,632,50,50,627.64,0.99,7.95
564736,2011-08-28,2011-08,16353,United Kingdom,204,11,11,505.8,2.48,4.95
564737,2011-08-28,2011-08,15312,United Kingdom,70,9,9,186.9,2.67,4.95
564738,2011-08-28,2011-08,16816,United Kingdom,23,3,3,44.37,1.93,5.95
564739,2011-08-28,2011-08,16931,United Kingdom,81,26,29,174.83,2.16,9.95
564740,2011-08-28,2011-08,14044,United Kingdom,106,71,72,196.93,1.86,9.95
564741,2011-08-28,2011-08,16107,United Kingdom,318,5,5,642.42,2.02,2.95
564742,2011-08-28,2011-08,17346,United Kingdom,92,32,36,154.02,1.67,12.5
564743,2011-08-28,2011-08,14606,United Kingdom,50,26,26,125.77,2.52,9.95
564744,2011-08-28,2011-08,13778,United Kingdom,70,9,9,178.7,2.55,5.45
564745,2011-08-28,2011-08,16806,United Kingdom,110,40,46,259.93,2.36,8.5
564746,2011-08-28,2011-08,17633,United Kingdom,112,13,13,315.72,2.82,7.95
564747,2011-08-28,2011-08,14869,United Kingdom,355,48,50,391.31,1.1,9.95
564749,2011-08-30,2011-08,12708,Germany,131,20,20,367.83,2.81,15.95
564750,2011-08-30,2011-08,17690,United Kingdom,215,28,28,462.75,2.15,16.95
564752,2011-08-30,2011-08,16126,United Kingdom,546,31,31,1862.7,3.41,8.5
564753,2011-08-30,2011-08,13709,United Kingdom,443,39,39,612.09,1.38,8.5
564764,2011-08-30,2011-08,14096,United Kingdom,6,5,5,10.67,1.78,3.29
564800,2011-08-30,2011-08,14108,United Kingdom,209,16,16,291.33,1.39,8.5
564803,2011-08-30,2011-08,13870,United Kingdom,340,16,16,812.16,2.39,4.15
564811,2011-08-30,2011-08,15769,United Kingdom,300,1,1,537.0,1.79,1.79
564814,2011-08-30,2011-08,12931,United Kingdom,120,1,1,214.8,1.79,1.79
564815,2011-08-30,2011-08,12748,United Kingdom,32,14,14,74.1,2.32,8.25
564816,2011-08-30,2011-08,14901,United Kingdom,69,8,8,165.43,2.4,5.95
564819,2011-08-30,2011-08,12814,Poland,48,1,1,85.92,1.79,1.79
564821,2011-08-30,2011-08,14078,United Kingdom,73,13,13,221.46,3.03,6.35
564836,2011-08-30,2011-08,17402,United Kingdom,108,2,2,291.24,2.7,9.95
564839,2011-08-30,2011-08,13524,United Kingdom,57,6,6,161.16,2.83,15.0
564842,2011-08-30,2011-08,16133,United Kingdom,180,11,11,308.47,1.71,7.65
564843,2011-08-30,2011-08,15866,United Kingdom,126,43,45,230.53,1.83,16.95
564846,2011-08-30,2011-08,14507,United Kingdom,142,26,26,309.38,2.18,5.95
564848,2011-08-30,2011-08,16928,United Kingdom,194,10,11,252.5,1.3,1.65
564849,2011-08-30,2011-08,17675,United Kingdom,396,38,38,762.58,1.93,16.95
564850,2011-08-30,2011-08,17298,United Kingdom,255,26,26,390.78,1.53,7.95
564851,2011-08-30,2011-08,13183,United Kingdom,174,20,20,211.96,1.22,8.5
564852,2011-08-30,2011-08,14976,United Kingdom,47,8,8,109.7,2.33,7.95
564853,2011-08-31,2011-08,12423,Belgium,146,11,11,153.98,1.05,2.95
564855,2011-08-31,2011-08,16746,United Kingdom,338,16,16,307.42,0.91,6.25
564856,2011-08-31,2011-08,12477,Germany,1151,90,90,4257.06,3.7,16.95
564859,2011-08-31,2011-08,14057,United Kingdom,216,1,1,386.64,1.79,1.79
564860,2011-08-31,2011-08,17725,United Kingdom,221,19,19,308.69,1.4,9.95
564863,2011-08-31,2011-08,15491,United Kingdom,275,20,20,390.98,1.42,15.0
564866,2011-08-31,2011-08,14660,United Kingdom,104,14,14,128.95,1.24,12.5
564868,2011-08-31,2011-08,16842,United Kingdom,144,17,17,397.24,2.76,8.5
564871,2011-08-31,2011-08,17949,United Kingdom,1000,1,1,340.0,0.34,0.34
564872,2011-08-31,2011-08,16083,United Kingdom,524,14,14,979.64,1.87,4.25
564895,2011-08-31,2011-08,15596,United Kingdom,2,2,2,16.9,8.45,10.95
564896,2011-08-31,2011-08,13726,United Kingdom,384,23,23,292.68,0.76,2.55
564897,2011-08-31,2011-08,12678,France,820,10,10,1330.44,1.62,3.75
564898,2011-08-31,2011-08,14513,United Kingdom,192,1,1,138.24,0.72,0.72
564901,2011-08-31,2011-08,15690,United Kingdom,204,8,8,111.0,0.54,1.95
564902,2011-08-31,2011-08,18198,United Kingdom,256,7,7,314.28,1.23,7.95
564904,2011-08-31,2011-08,15984,United Kingdom,191,16,16,383.4,2.01,4.15
564906,2011-08-31,2011-08,12682,France,120,1,1,214.8,1.79,1.79
564910,2011-08-31,2011-08,13993,United Kingdom,49,2,2,219.0,4.47,15.0
564912,2011-08-31,2011-08,12490,France,198,18,18,370.06,1.87,7.95
564943,2011-08-31,2011-08,17706,United Kingdom,100,14,14,275.7,2.76,16.95
564950,2011-08-31,2011-08,17320,United Kingdom,168,25,25,290.52,1.73,9.95
564953,2011-08-31,2011-08,17588,United Kingdom,416,11,11,537.96,1.29,8.95
564957,2011-08-31,2011-08,15260,United Kingdom,73,10,10,195.15,2.67,9.95
564958,2011-08-31,2011-08,13089,United Kingdom,333,29,29,682.19,2.05,4.95
564959,2011-08-31,2011-08,17299,United Kingdom,52,7,7,116.56,2.24,4.95
564961,2011-08-31,2011-08,14525,United Kingdom,126,10,10,224.64,1.78,10.4
564962,2011-08-31,2011-08,17777,United Kingdom,163,63,67,194.7,1.19,4.95
564963,2011-08-31,2011-08,15582,United Kingdom,152,14,14,237.9,1.57,3.75
564965,2011-08-31,2011-08,17677,United Kingdom,987,22,22,1565.82,1.59,12.75
564966,2011-08-31,2011-08,17677,United Kingdom,24,1,1,34.8,1.45,1.45
564967,2011-08-31,2011-08,17659,United Kingdom,30,4,4,102.48,3.42,3.75
564972,2011-08-31,2011-08,12621,Germany,486,49,49,1071.64,2.21,10.95
564975,2011-08-31,2011-08,17097,Spain,50,15,16,138.4,2.77,9.95
564976,2011-08-31,2011-08,17315,United Kingdom,160,24,24,222.04,1.39,9.95
564995,2011-08-31,2011-08,16780,United Kingdom,172,40,45,263.3,1.53,9.95
565014,2011-08-31,2011-08,16180,United Kingdom,956,15,15,1724.8,1.8,12.75
565056,2011-08-31,2011-08,16278,United Kingdom,114,23,23,566.38,4.97,110.0
565067,2011-08-31,2011-08,15856,United Kingdom,429,69,71,511.46,1.19,4.95
565080,2011-09-01,2011-09,13509,United Kingdom,32,2,2,40.0,1.25,1.25
565082,2011-09-01,2011-09,13305,United Kingdom,14,3,3,75.3,5.38,12.75
565083,2011-09-01,2011-09,16187,United Kingdom,244,11,11,334.46,1.37,3.29
565084,2011-09-01,2011-09,17306,United Kingdom,846,6,6,576.74,0.68,2.1
565086,2011-09-01,2011-09,13631,United Kingdom,7,1,1,52.5,7.5,7.5
565087,2011-09-01,2011-09,13276,United Kingdom,20,7,7,137.38,6.87,12.75
565088,2011-09-01,2011-09,16145,United Kingdom,335,24,24,318.01,0.95,4.95
565090,2011-09-01,2011-09,17572,United Kingdom,24,2,2,43.8,1.82,2.95
565091,2011-09-01,2011-09,16011,United Kingdom,195,16,16,299.25,1.53,4.95
565092,2011-09-01,2011-09,14092,United Kingdom,233,18,18,307.62,1.32,4.95
565093,2011-09-01,2011-09,13408,United Kingdom,236,6,6,428.6,1.82,10.95
565114,2011-09-01,2011-09,13588,United Kingdom,530,23,23,345.1,0.65,4.95
565115,2011-09-01,2011-09,16880,United Kingdom,127,23,23,252.11,1.99,12.5
565116,2011-09-01,2011-09,13089,United Kingdom,1322,27,27,2297.52,1.74,6.95
565117,2011-09-01,2011-09,13089,United Kingdom,892,69,69,2016.32,2.26,12.5
565118,2011-09-01,2011-09,15039,United Kingdom,208,43,44,559.72,2.69,12.75
565119,2011-09-01,2011-09,16722,United Kingdom,422,21,21,422.08,1.0,3.39
565120,2011-09-01,2011-09,15206,United Kingdom,72,3,3,183.6,2.55,2.55
565121,2011-09-01,2011-09,14239,United Kingdom,46,8,8,149.7,3.25,7.95
565122,2011-09-01,2011-09,13069,United Kingdom,1686,38,38,476.76,0.28,9.95
565124,2011-09-01,2011-09,12436,Norway,209,15,15,429.01,2.05,5.45
565125,2011-09-01,2011-09,14217,United Kingdom,44,7,7,126.5,2.87,8.5
565126,2011-09-01,2011-09,17653,United Kingdom,390,5,5,180.1,0.46,12.75
565127,2011-09-01,2011-09,13147,United Kingdom,24,1,1,118.8,4.95,4.95
565128,2011-09-01,2011-09,15189,United Kingdom,93,8,8,319.95,3.44,7.95
565129,2011-09-01,2011-09,15719,United Kingdom,251,87,87,515.17,2.05,8.95
565133,2011-09-01,2011-09,13458,United Kingdom,162,14,14,322.98,1.99,7.5
565139,2011-09-01,2011-09,16422,United Kingdom,346,4,4,550.98,1.59,4.65
565141,2011-09-01,2011-09,17841,United Kingdom,212,74,81,354.39,1.67,39.95
565142,2011-09-01,2011-09,17386,United Kingdom,144,2,2,152.64,1.06,1.06
565143,2011-09-01,2011-09,17386,United Kingdom,2,1,1,3.3,1.65,1.65
565144,2011-09-01,2011-09,16456,United Kingdom,220,12,12,457.6,2.08,2.08
565145,2011-09-01,2011-09,12415,Australia,2692,8,8,2732.92,1.02,3.39
565146,2011-09-01,2011-09,12415,Australia,144,1,1,208.8,1.45,1.45
565147,2011-09-01,2011-09,16187,United Kingdom,300,16,16,459.92,1.53,4.95
565149,2011-09-01,2011-09,14414,United Kingdom,334,14,14,174.06,0.52,1.65
565150,2011-09-01,2011-09,14298,United Kingdom,4871,179,179,5590.67,1.15,10.95
565151,2011-09-01,2011-09,16923,United Kingdom,222,47,48,522.97,2.36,12.75
565152,2011-09-01,2011-09,17799,United Kingdom,251,59,60,387.49,1.54,5.95
565153,2011-09-01,2011-09,18241,United Kingdom,102,7,7,143.8,1.41,5.95
565154,2011-09-01,2011-09,13470,United Kingdom,30,3,3,49.5,1.65,1.65
565155,2011-09-01,2011-09,16672,United Kingdom,222,10,10,608.1,2.74,6.75
565156,2011-09-01,2011-09,13045,United Kingdom,221,18,18,305.28,1.38,2.95
565157,2011-09-01,2011-09,16168,United Kingdom,48,1,1,85.92,1.79,1.79
565158,2011-09-01,2011-09,17024,United Kingdom,20,1,1,25.0,1.25,1.25
565181,2011-09-01,2011-09,17381,United Kingdom,1368,6,6,1386.0,1.01,1.65
565186,2011-09-01,2011-09,17220,United Kingdom,135,12,12,111.03,0.82,3.75
565192,2011-09-01,2011-09,17220,United Kingdom,7,1,1,11.55,1.65,1.65
565197,2011-09-01,2011-09,13376,United Kingdom,136,13,13,199.76,1.47,6.75
565198,2011-09-01,2011-09,16729,United Kingdom,300,28,28,346.98,1.16,4.95
565199,2011-09-01,2011-09,18171,United Kingdom,111,8,8,309.89,2.79,16.95
565200,2011-09-01,2011-09,17576,United Kingdom,98,16,16,125.55,1.28,8.5
565201,2011-09-01,2011-09,14907,United Kingdom,374,39,39,676.36,1.81,16.95
565202,2011-09-01,2011-09,14482,United Kingdom,123,6,6,227.85,1.85,4.95
565204,2011-09-01,2011-09,15829,United Kingdom,576,25,25,310.7,0.54,1.65
565205,2011-09-01,2011-09,14735,United Kingdom,44,2,2,99.4,2.26,4.95
565206,2011-09-01,2011-09,12971,United Kingdom,102,2,2,117.06,1.15,2.55
565207,2011-09-01,2011-09,16764,United Kingdom,111,50,51,260.49,2.35,8.5
565208,2011-09-01,2011-09,18172,United Kingdom,100,11,11,305.96,3.06,7.95
565209,2011-09-01,2011-09,15910,United Kingdom,79,30,30,112.75,1.43,6.95
565210,2011-09-01,2011-09,17750,United Kingdom,437,18,18,183.95,0.42,0.59
565211,2011-09-01,2011-09,16638,United Kingdom,189,8,8,121.23,0.64,4.95
565212,2011-09-01,2011-09,12828,United Kingdom,25,4,4,77.31,3.09,5.95
565213,2011-09-01,2011-09,14911,EIRE,1776,8,8,2242.32,1.26,3.75
565214,2011-09-01,2011-09,14911,EIRE,408,13,13,1638.24,4.02,12.75
565216,2011-09-01,2011-09,12971,United Kingdom,28,2,2,114.6,4.09,4.95
565217,2011-09-01,2011-09,13099,United Kingdom,288,1,1,207.36,0.72,0.72
565218,2011-09-01,2011-09,12739,United Arab Emirates,485,37,37,975.54,2.01,14.95
565219,2011-09-01,2011-09,14420,United Kingdom,334,29,29,387.52,1.16,4.95
565220,2011-09-01,2011-09,13437,United Kingdom,49,8,8,149.35,3.05,14.95
565221,2011-09-01,2011-09,16525,United Kingdom,236,7,7,373.8,1.58,8.5
565222,2011-09-01,2011-09,13629,United Kingdom,450,5,5,821.0,1.82,2.1
565223,2011-09-01,2011-09,15410,United Kingdom,112,15,15,386.74,3.45,12.75
565224,2011-09-01,2011-09,14713,United Kingdom,111,30,30,207.73,1.87,9.95
565225,2011-09-01,2011-09,16808,United Kingdom,80,4,4,121.92,1.52,2.55
